Age,Income,LoanAmount,CreditScore,MonthsEmployed,NumCreditLines,InterestRate,LoanTerm,DTIRatio,Default,LoanID,Education,EmploymentType,MaritalStatus,HasMortgage,HasDependents,LoanPurpose,HasCoSigner
64.0,99290.0,213346.0,848.0,115.0,3.0,6.35,48.0,0.45,0.0,GWRKCK6E1X,PhD,Unemployed,Single,Yes,Yes,Auto,No
55.0,129185.0,151266.0,379.0,88.0,4.0,20.24,12.0,0.83,0.0,VSA0C87MBA,High School,Part-time,Divorced,No,Yes,Home,Yes
50.0,147636.0,178161.0,831.0,15.0,3.0,21.37,24.0,0.13,0.0,9B0V34G7BL,PhD,Self-employed,Divorced,Yes,Yes,Home,Yes
68.0,30511.0,19308.0,364.0,38.0,3.0,24.49,36.0,0.13,0.0,JBO9I13TQC,Master's,Part-time,Single,Yes,Yes,Home,Yes
29.0,49805.0,178851.0,633.0,24.0,3.0,10.89,36.0,0.8,0.0,7XH3THVWXR,Master's,Unemployed,Divorced,Yes,No,Other,Yes
21.0,117068.0,17354.0,510.0,119.0,2.0,8.83,24.0,0.61,0.0,DZU0VEVP7P,PhD,Part-time,Single,Yes,Yes,Auto,No
33.0,59695.0,173141.0,542.0,34.0,3.0,11.8,48.0,0.67,1.0,12RSI0EOW0,PhD,Unemployed,Divorced,No,No,Other,Yes
63.0,90321.0,121356.0,382.0,42.0,4.0,4.45,24.0,0.12,0.0,ZRUVI1H7H6,High School,Part-time,Married,No,No,Education,No
32.0,121317.0,139633.0,342.0,99.0,1.0,17.48,36.0,0.82,0.0,1V6CLB3UGF,PhD,Part-time,Divorced,Yes,Yes,Business,Yes
30.0,20604.0,101463.0,814.0,0.0,4.0,6.36,24.0,0.6,0.0,0JOJDV3Q6E,PhD,Self-employed,Divorced,No,No,Business,No
25.0,61427.0,191585.0,681.0,16.0,4.0,20.54,12.0,0.8,0.0,IS5FV9LK6U,PhD,Part-time,Single,Yes,No,Other,Yes
23.0,34612.0,5042.0,799.0,25.0,2.0,3.83,36.0,0.63,0.0,C45P5ANMCY,Master's,Unemployed,Married,Yes,No,Business,Yes
35.0,40904.0,93665.0,622.0,98.0,3.0,5.76,36.0,0.72,0.0,UHQNQ7DC9E,PhD,Full-time,Divorced,Yes,No,Business,No
25.0,99689.0,196645.0,766.0,93.0,1.0,14.23,36.0,0.34,1.0,BZ10STALPN,Master's,Part-time,Single,Yes,Yes,Other,No
49.0,110699.0,232245.0,517.0,11.0,2.0,19.39,24.0,0.77,1.0,7XF21PUUYL,Master's,Part-time,Married,No,No,Auto,Yes
35.0,82564.0,21689.0,552.0,90.0,4.0,17.0,48.0,0.62,0.0,6ETKCB5HHG,High School,Unemployed,Single,Yes,Yes,Home,No
36.0,148463.0,114814.0,813.0,66.0,3.0,20.96,12.0,0.37,0.0,Z3EP5T1HQ4,Bachelor's,Unemployed,Married,No,Yes,Education,No
56.0,111189.0,53917.0,362.0,20.0,4.0,3.15,60.0,0.58,0.0,C8CAY4RFL4,PhD,Unemployed,Single,No,No,Business,No
18.0,130637.0,209310.0,436.0,63.0,2.0,8.74,48.0,0.64,0.0,XTEYSN7UTI,Master's,Full-time,Divorced,No,No,Home,Yes
34.0,101386.0,190367.0,317.0,65.0,2.0,6.55,24.0,0.23,0.0,L4M9P4SY6M,Master's,Full-time,Divorced,Yes,Yes,Business,Yes
62.0,127019.0,48661.0,775.0,83.0,2.0,17.44,48.0,0.63,0.0,Q9SZD9GUWN,High School,Full-time,Married,No,No,Home,Yes
23.0,88158.0,25075.0,492.0,102.0,3.0,17.87,48.0,0.81,0.0,XLUKHPWY1B,Bachelor's,Part-time,Married,Yes,Yes,Business,No
39.0,85083.0,232904.0,689.0,100.0,2.0,14.68,36.0,0.67,0.0,VYT80Q7DA0,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No
31.0,20750.0,175498.0,778.0,11.0,2.0,12.3,12.0,0.55,1.0,RJNQFRQJIX,High School,Full-time,Divorced,No,No,Other,Yes
56.0,49214.0,209934.0,402.0,74.0,3.0,22.53,48.0,0.36,0.0,QM4H34XOVP,Bachelor's,Self-employed,Married,No,No,Business,No
28.0,90852.0,169591.0,344.0,23.0,3.0,12.75,48.0,0.16,0.0,8T378FFXYQ,PhD,Unemployed,Single,No,Yes,Business,No
46.0,50358.0,149088.0,325.0,75.0,4.0,18.55,60.0,0.51,0.0,B0CZUTV97C,PhD,Unemployed,Married,No,No,Other,Yes
23.0,104150.0,9398.0,416.0,36.0,3.0,18.85,12.0,0.44,0.0,5K7IBJNOIP,Bachelor's,Full-time,Single,No,No,Auto,No
26.0,134158.0,86956.0,674.0,46.0,4.0,12.44,48.0,0.14,0.0,9OPHF8GUV7,Master's,Full-time,Single,Yes,Yes,Other,No
26.0,101052.0,135143.0,608.0,116.0,3.0,5.92,60.0,0.2,0.0,VRBRIVM171,PhD,Part-time,Married,No,No,Education,No
60.0,40763.0,237285.0,480.0,19.0,3.0,23.35,36.0,0.72,0.0,EII3NM88JR,Bachelor's,Unemployed,Married,No,No,Auto,Yes
24.0,112064.0,161024.0,755.0,47.0,3.0,14.91,60.0,0.75,0.0,7C9ER04KWA,Master's,Full-time,Single,No,Yes,Auto,No
57.0,65703.0,132638.0,826.0,18.0,2.0,7.69,48.0,0.8,0.0,DEOUSMVJ0N,Master's,Full-time,Single,Yes,Yes,Education,Yes
69.0,56722.0,126786.0,518.0,62.0,3.0,15.92,24.0,0.63,0.0,86GAAEU7CP,PhD,Full-time,Single,Yes,No,Education,Yes
26.0,63033.0,10804.0,326.0,118.0,1.0,14.71,24.0,0.41,0.0,4538THBHOX,High School,Part-time,Single,No,No,Business,Yes
44.0,57562.0,226211.0,613.0,118.0,4.0,16.52,36.0,0.89,0.0,O0QAIDK8XG,Bachelor's,Unemployed,Married,Yes,Yes,Business,Yes
48.0,53882.0,121021.0,711.0,6.0,2.0,4.96,60.0,0.34,0.0,A6H0EODSMM,Bachelor's,Part-time,Married,Yes,No,Business,Yes
42.0,77986.0,83930.0,503.0,41.0,1.0,23.15,24.0,0.66,0.0,Q6VZIRAZLV,Bachelor's,Part-time,Divorced,Yes,No,Auto,Yes
50.0,39473.0,216259.0,319.0,112.0,4.0,17.55,12.0,0.69,0.0,321GYGP3XA,PhD,Full-time,Single,Yes,No,Other,No
47.0,44234.0,26460.0,509.0,37.0,4.0,12.38,36.0,0.3,0.0,B4G3DVTYRI,High School,Self-employed,Divorced,No,Yes,Other,No
28.0,103377.0,224998.0,400.0,113.0,1.0,15.22,48.0,0.86,0.0,RRKNOA9HPA,High School,Unemployed,Married,No,No,Auto,Yes
22.0,35130.0,85320.0,555.0,97.0,4.0,19.21,36.0,0.76,0.0,DCXE9U747B,PhD,Full-time,Married,No,Yes,Education,No
31.0,95006.0,5592.0,542.0,43.0,2.0,6.88,24.0,0.24,1.0,LIUYZFENY8,Master's,Full-time,Divorced,Yes,Yes,Auto,No
48.0,79984.0,176134.0,511.0,83.0,2.0,20.58,36.0,0.45,0.0,0Z51ZN0DRR,High School,Self-employed,Divorced,Yes,Yes,Auto,Yes
25.0,147235.0,5111.0,388.0,43.0,4.0,2.47,12.0,0.47,0.0,440CS1U76V,Master's,Part-time,Married,No,Yes,Home,Yes
62.0,74996.0,193418.0,847.0,32.0,1.0,7.23,24.0,0.4,0.0,3BR2WM2WD2,High School,Unemployed,Divorced,Yes,No,Auto,Yes
69.0,27945.0,159176.0,533.0,69.0,1.0,4.91,24.0,0.78,0.0,NWZOQ0N8CY,Master's,Part-time,Married,Yes,No,Education,Yes
28.0,62402.0,43404.0,454.0,98.0,4.0,24.5,36.0,0.18,0.0,WWB46MUIJK,PhD,Part-time,Single,No,No,Other,Yes
41.0,68878.0,10489.0,376.0,93.0,3.0,12.35,24.0,0.68,0.0,WNGTSBIW3N,Master's,Self-employed,Married,Yes,No,Auto,No
22.0,61996.0,191162.0,771.0,8.0,2.0,11.42,24.0,0.67,0.0,V3PFM6OIJL,PhD,Unemployed,Married,Yes,No,Auto,Yes
62.0,34948.0,89642.0,519.0,44.0,4.0,4.75,60.0,0.15,0.0,A1O5CMXR9X,PhD,Full-time,Single,Yes,No,Business,No
40.0,135945.0,126910.0,802.0,108.0,2.0,5.42,48.0,0.26,0.0,AOLG8VN9KW,Bachelor's,Part-time,Single,Yes,Yes,Education,No
60.0,120752.0,104700.0,487.0,103.0,4.0,11.66,60.0,0.9,0.0,46UTNGUHL6,Bachelor's,Part-time,Divorced,Yes,No,Other,Yes
23.0,46932.0,54667.0,408.0,23.0,1.0,14.73,36.0,0.88,0.0,GICBJGK589,PhD,Part-time,Single,Yes,Yes,Home,Yes
24.0,88489.0,36140.0,404.0,59.0,3.0,5.75,12.0,0.64,0.0,IEIYB3ZF39,PhD,Unemployed,Divorced,No,Yes,Business,No
40.0,88661.0,104205.0,319.0,42.0,3.0,6.25,60.0,0.61,0.0,BEG2WYO3OK,High School,Unemployed,Married,Yes,No,Other,No
46.0,141533.0,165630.0,302.0,2.0,2.0,24.19,60.0,0.33,1.0,SBNG7K2ZN0,PhD,Self-employed,Single,No,Yes,Other,Yes
39.0,42128.0,115774.0,399.0,74.0,3.0,2.7,36.0,0.77,0.0,LYLSWMO2AJ,Bachelor's,Full-time,Divorced,No,Yes,Home,No
60.0,119928.0,105543.0,682.0,39.0,4.0,6.81,60.0,0.41,0.0,OQKVKTVRYA,High School,Unemployed,Married,No,No,Other,Yes
51.0,106327.0,61819.0,496.0,0.0,3.0,3.37,12.0,0.86,0.0,OIIPGRKR4K,Bachelor's,Self-employed,Single,Yes,No,Home,Yes
66.0,111857.0,15851.0,781.0,67.0,1.0,3.49,12.0,0.7,0.0,GWYV7OWL07,Bachelor's,Full-time,Married,No,Yes,Other,No
63.0,72306.0,203298.0,566.0,79.0,1.0,16.91,60.0,0.37,0.0,B4I0T7IYJX,Bachelor's,Self-employed,Divorced,No,Yes,Auto,No
56.0,136983.0,101025.0,383.0,75.0,1.0,3.72,36.0,0.56,0.0,LDJAO6MLIW,PhD,Self-employed,Divorced,No,No,Education,No
67.0,57465.0,232484.0,810.0,67.0,2.0,12.0,24.0,0.67,0.0,A7WA9F1X8V,Master's,Unemployed,Single,No,Yes,Home,Yes
43.0,60864.0,101419.0,614.0,58.0,3.0,11.17,12.0,0.64,0.0,ANZQK3BO5R,Master's,Self-employed,Divorced,Yes,No,Education,No
46.0,90937.0,12569.0,740.0,108.0,2.0,23.64,24.0,0.24,0.0,HMCZ61GLZT,Master's,Full-time,Divorced,Yes,No,Auto,Yes
48.0,135843.0,221320.0,646.0,8.0,3.0,3.99,24.0,0.31,1.0,D720NCIP4I,PhD,Part-time,Married,Yes,Yes,Home,No
19.0,36918.0,19820.0,788.0,110.0,3.0,5.61,48.0,0.3,0.0,KH8IXXQ6XW,Bachelor's,Part-time,Divorced,No,No,Home,No
24.0,96225.0,173530.0,547.0,106.0,2.0,18.62,12.0,0.49,0.0,TPXCIDUN5G,PhD,Part-time,Single,No,No,Other,No
41.0,77881.0,222070.0,668.0,83.0,3.0,23.38,36.0,0.36,0.0,U844KP38RF,PhD,Unemployed,Divorced,No,No,Home,Yes
28.0,124397.0,207308.0,811.0,20.0,3.0,5.18,60.0,0.56,0.0,90JXDWOP4N,Master's,Full-time,Divorced,Yes,No,Business,Yes
54.0,21491.0,190520.0,753.0,83.0,2.0,6.82,36.0,0.21,0.0,M47TMQK7S0,PhD,Unemployed,Single,No,Yes,Other,No
63.0,96634.0,215090.0,473.0,117.0,2.0,21.16,36.0,0.75,0.0,HCW9SLQPXO,High School,Full-time,Divorced,Yes,No,Other,Yes
63.0,98552.0,26253.0,807.0,8.0,2.0,24.76,60.0,0.19,0.0,3EHUQY9KWO,High School,Full-time,Single,Yes,No,Home,No
47.0,98836.0,208338.0,804.0,59.0,3.0,22.07,24.0,0.26,0.0,ARAEGJY0DI,Bachelor's,Part-time,Married,Yes,No,Other,No
54.0,113674.0,113658.0,676.0,118.0,4.0,13.03,60.0,0.88,0.0,U8NEHMOBFF,Bachelor's,Unemployed,Divorced,No,Yes,Business,No
39.0,105732.0,115059.0,335.0,93.0,1.0,20.09,60.0,0.74,0.0,VSIJE2T311,PhD,Unemployed,Married,No,Yes,Education,No
61.0,78584.0,221540.0,441.0,31.0,2.0,7.81,24.0,0.78,0.0,37IE0X4FEM,Bachelor's,Part-time,Single,Yes,Yes,Auto,No
51.0,95338.0,202324.0,322.0,18.0,3.0,2.33,12.0,0.55,0.0,LXSDBU62L5,Master's,Full-time,Divorced,No,Yes,Business,Yes
56.0,48780.0,235563.0,736.0,96.0,3.0,8.42,60.0,0.77,0.0,TGKKGH5FVQ,Bachelor's,Unemployed,Married,Yes,Yes,Education,No
55.0,45123.0,15451.0,730.0,38.0,4.0,8.42,60.0,0.72,0.0,MM009OFO1G,PhD,Unemployed,Married,No,No,Home,Yes
23.0,113523.0,139806.0,498.0,100.0,1.0,16.19,60.0,0.51,0.0,DCN8YUFXLZ,Bachelor's,Part-time,Married,Yes,No,Business,No
63.0,15153.0,97776.0,765.0,118.0,3.0,6.08,24.0,0.29,0.0,253DKCUQO6,Bachelor's,Self-employed,Married,Yes,No,Business,Yes
52.0,81875.0,111663.0,398.0,87.0,1.0,13.31,24.0,0.46,0.0,IAYXJDLJ8V,PhD,Unemployed,Single,Yes,No,Home,No
56.0,23164.0,6041.0,338.0,52.0,4.0,18.23,60.0,0.24,0.0,1T2ORF18NZ,High School,Full-time,Married,No,No,Education,Yes
29.0,93820.0,234692.0,514.0,18.0,4.0,4.52,48.0,0.28,0.0,9IH7TJK1GW,Bachelor's,Unemployed,Married,Yes,No,Auto,No
68.0,67376.0,40567.0,730.0,99.0,3.0,4.5,36.0,0.57,0.0,N91X1DDIQ3,PhD,Self-employed,Divorced,No,Yes,Auto,Yes
62.0,110086.0,120158.0,515.0,76.0,1.0,17.05,24.0,0.63,0.0,MDHRLI11NX,High School,Full-time,Single,Yes,No,Home,Yes
26.0,126213.0,232022.0,386.0,9.0,4.0,21.24,60.0,0.21,1.0,BGYHROF3CB,Bachelor's,Unemployed,Single,Yes,No,Home,Yes
67.0,129707.0,100581.0,421.0,54.0,3.0,13.96,12.0,0.8,0.0,9CPO7QMCWL,High School,Full-time,Divorced,No,Yes,Auto,No
68.0,122552.0,111791.0,805.0,64.0,1.0,9.52,36.0,0.4,0.0,CZ4SVNLES0,High School,Unemployed,Single,No,No,Other,Yes
59.0,139819.0,128665.0,431.0,83.0,1.0,20.88,36.0,0.2,0.0,COSJ7AW1IR,PhD,Unemployed,Married,No,No,Business,No
48.0,116309.0,248486.0,617.0,13.0,3.0,5.21,48.0,0.19,0.0,1ZAJ1FDK0C,Master's,Part-time,Divorced,No,Yes,Home,No
43.0,38897.0,188050.0,474.0,80.0,2.0,18.61,60.0,0.79,0.0,69R826NJR9,Bachelor's,Part-time,Single,Yes,No,Education,Yes
31.0,33347.0,132990.0,329.0,59.0,4.0,12.37,60.0,0.14,0.0,FQE6BW1LZC,Bachelor's,Part-time,Single,No,Yes,Auto,Yes
32.0,84043.0,184685.0,655.0,7.0,4.0,4.35,36.0,0.3,0.0,FLWJ1J6GXS,Bachelor's,Part-time,Single,No,Yes,Home,No
55.0,101390.0,212485.0,632.0,32.0,4.0,23.64,48.0,0.87,1.0,JYHX4ZKJK2,Bachelor's,Self-employed,Single,No,Yes,Education,No
18.0,52883.0,64030.0,791.0,104.0,3.0,14.57,24.0,0.12,0.0,KGO0G44RLV,Bachelor's,Part-time,Married,No,Yes,Other,No
58.0,74365.0,107502.0,626.0,6.0,1.0,21.27,60.0,0.8,0.0,R25DW233BK,Bachelor's,Self-employed,Divorced,No,No,Home,No
22.0,140380.0,110080.0,650.0,23.0,3.0,10.91,48.0,0.46,0.0,V2DV5RKGXM,Master's,Unemployed,Divorced,Yes,Yes,Auto,No
62.0,16022.0,212777.0,373.0,13.0,4.0,16.62,12.0,0.35,1.0,Y10BLOX1DB,Bachelor's,Unemployed,Married,Yes,Yes,Home,No
22.0,60152.0,162997.0,760.0,5.0,3.0,15.99,12.0,0.7,1.0,PSUESJ8YFT,Bachelor's,Part-time,Single,Yes,No,Education,No
34.0,40413.0,134914.0,373.0,19.0,3.0,3.69,60.0,0.4,0.0,S1QPPXKHAS,Bachelor's,Unemployed,Married,No,No,Other,Yes
51.0,107696.0,27788.0,514.0,86.0,3.0,21.57,60.0,0.58,0.0,9O3BV89LGQ,PhD,Self-employed,Married,Yes,Yes,Home,Yes
23.0,95359.0,29708.0,734.0,101.0,4.0,12.58,48.0,0.76,0.0,R2N8BEEJ2F,High School,Full-time,Divorced,No,Yes,Business,No
29.0,54478.0,44302.0,768.0,99.0,2.0,7.44,12.0,0.37,0.0,VZQJXPJG6V,PhD,Self-employed,Married,Yes,Yes,Auto,Yes
18.0,38837.0,195095.0,580.0,112.0,3.0,19.2,60.0,0.29,1.0,Y9EP99O3U8,Bachelor's,Self-employed,Divorced,No,No,Education,Yes
68.0,146367.0,208217.0,678.0,118.0,1.0,23.0,12.0,0.72,0.0,YR9OCY1T59,Bachelor's,Full-time,Married,Yes,Yes,Home,Yes
21.0,125845.0,234263.0,709.0,42.0,3.0,15.2,12.0,0.71,1.0,QDPZV46O8C,Bachelor's,Self-employed,Divorced,No,Yes,Education,No
58.0,80968.0,209946.0,367.0,14.0,1.0,24.36,12.0,0.44,0.0,6BWS4XKMU0,Master's,Part-time,Single,No,No,Other,No
42.0,43903.0,8478.0,325.0,95.0,4.0,14.34,48.0,0.14,0.0,AU7J6SZ1KX,PhD,Full-time,Divorced,Yes,No,Business,No
21.0,95218.0,202505.0,631.0,7.0,3.0,4.51,24.0,0.89,1.0,O61G3TGEAE,Bachelor's,Unemployed,Divorced,No,Yes,Other,No
37.0,37556.0,91103.0,691.0,112.0,4.0,24.82,36.0,0.84,1.0,U2TXDTLZYD,High School,Self-employed,Married,No,Yes,Education,Yes
68.0,105335.0,193297.0,672.0,78.0,4.0,14.52,36.0,0.61,0.0,5Z8I37RG0J,Master's,Self-employed,Divorced,Yes,No,Home,Yes
54.0,115753.0,94348.0,840.0,117.0,2.0,3.39,36.0,0.84,0.0,ASWD8IMEYZ,Master's,Unemployed,Divorced,No,No,Business,No
47.0,36118.0,152425.0,801.0,111.0,3.0,24.61,48.0,0.29,0.0,RDFDGDOW73,Bachelor's,Unemployed,Single,No,Yes,Business,No
64.0,149993.0,13539.0,557.0,1.0,4.0,14.01,36.0,0.56,0.0,CDH5W040K3,Bachelor's,Part-time,Divorced,No,Yes,Business,No
30.0,96268.0,33368.0,384.0,4.0,3.0,21.56,60.0,0.46,0.0,NYFCDD92Y0,PhD,Unemployed,Single,No,Yes,Other,No
48.0,18604.0,25991.0,442.0,65.0,1.0,14.1,12.0,0.28,0.0,4NK0X97648,PhD,Unemployed,Single,Yes,No,Education,No
64.0,103487.0,233996.0,581.0,25.0,3.0,3.86,48.0,0.12,0.0,6AII5J2PI3,Master's,Unemployed,Single,Yes,Yes,Business,No
40.0,47977.0,85553.0,528.0,96.0,4.0,17.08,36.0,0.17,0.0,N0TIV9XWH9,Bachelor's,Full-time,Married,Yes,No,Auto,Yes
28.0,113308.0,90677.0,433.0,21.0,2.0,7.46,36.0,0.23,0.0,Y68BC6ZPOH,High School,Part-time,Married,Yes,Yes,Business,No
33.0,49596.0,93331.0,499.0,72.0,2.0,9.55,48.0,0.76,0.0,Q3AKGMBJAV,Master's,Unemployed,Single,Yes,No,Business,Yes
38.0,100846.0,11154.0,585.0,109.0,3.0,15.8,36.0,0.59,0.0,UANAA4UVR3,Master's,Part-time,Married,Yes,Yes,Education,No
30.0,59244.0,188875.0,654.0,118.0,3.0,4.48,60.0,0.79,0.0,IBJX06FBPY,Bachelor's,Part-time,Married,No,Yes,Education,No
32.0,147260.0,213846.0,690.0,29.0,2.0,24.13,48.0,0.68,0.0,BTINN51HTN,High School,Part-time,Married,No,Yes,Home,No
56.0,135394.0,208495.0,336.0,107.0,1.0,11.39,12.0,0.55,0.0,ZTERAV5IXX,PhD,Full-time,Married,Yes,Yes,Other,No
55.0,133527.0,29783.0,463.0,49.0,2.0,12.4,24.0,0.88,0.0,901UOV3YFX,Bachelor's,Self-employed,Married,Yes,No,Business,Yes
46.0,73291.0,168086.0,500.0,77.0,1.0,10.71,60.0,0.19,0.0,CYQYTRFKW8,Bachelor's,Part-time,Single,No,No,Education,No
36.0,77545.0,126749.0,327.0,94.0,4.0,3.92,60.0,0.75,0.0,T9ADK4U9YJ,Bachelor's,Unemployed,Divorced,Yes,No,Auto,Yes
51.0,79121.0,124308.0,404.0,47.0,4.0,4.65,48.0,0.48,1.0,9GBX15HRQG,High School,Part-time,Divorced,Yes,Yes,Other,Yes
41.0,139757.0,246254.0,783.0,86.0,4.0,3.1,36.0,0.3,0.0,GTX03XE9UC,PhD,Unemployed,Married,No,No,Education,No
30.0,77746.0,117331.0,837.0,23.0,4.0,14.0,48.0,0.78,1.0,S4VIWH3O3K,High School,Self-employed,Single,No,No,Business,No
48.0,137635.0,29551.0,373.0,13.0,1.0,21.7,36.0,0.35,0.0,DKRNBV0ZRB,PhD,Part-time,Married,Yes,Yes,Home,No
55.0,15723.0,36271.0,487.0,68.0,3.0,22.51,60.0,0.4,0.0,8N4FSL3POO,Master's,Unemployed,Married,Yes,Yes,Other,No
41.0,54536.0,10636.0,803.0,81.0,2.0,12.83,60.0,0.44,0.0,WZCGQ7E19K,PhD,Unemployed,Married,No,Yes,Auto,Yes
28.0,97249.0,24760.0,666.0,46.0,4.0,9.03,60.0,0.24,0.0,WQI4M1F503,High School,Unemployed,Married,No,Yes,Other,No
64.0,87703.0,196483.0,824.0,53.0,2.0,10.95,48.0,0.6,0.0,A3NIT2S9DG,Bachelor's,Unemployed,Divorced,Yes,No,Business,No
23.0,20259.0,124793.0,824.0,88.0,2.0,4.38,12.0,0.12,1.0,93OK1DAEIK,High School,Full-time,Married,Yes,Yes,Other,No
35.0,98603.0,155125.0,769.0,8.0,2.0,9.78,48.0,0.2,0.0,UW89JYPHYM,PhD,Unemployed,Married,Yes,No,Home,No
39.0,118009.0,192569.0,667.0,91.0,2.0,18.68,48.0,0.17,0.0,LJJJVV9ZV3,Bachelor's,Unemployed,Married,Yes,No,Other,No
54.0,130146.0,44930.0,691.0,43.0,1.0,24.01,48.0,0.11,0.0,JDC363PH5V,High School,Full-time,Married,No,No,Home,No
38.0,19771.0,194102.0,619.0,0.0,4.0,20.2,12.0,0.52,1.0,4NNLW03XTF,Bachelor's,Full-time,Divorced,No,Yes,Auto,No
54.0,103687.0,221716.0,836.0,90.0,2.0,20.53,24.0,0.47,0.0,JOFG9K9RM6,Master's,Part-time,Single,Yes,No,Auto,Yes
58.0,53536.0,239460.0,407.0,84.0,4.0,16.06,60.0,0.85,0.0,3SYIC0QCOB,Bachelor's,Self-employed,Married,No,Yes,Other,Yes
23.0,124262.0,185480.0,302.0,37.0,1.0,3.86,12.0,0.5,0.0,50YGC0NUFH,PhD,Unemployed,Married,Yes,No,Home,No
62.0,141642.0,30362.0,721.0,52.0,4.0,23.22,24.0,0.32,0.0,0T7AYIAGIS,PhD,Part-time,Divorced,No,Yes,Other,Yes
55.0,148795.0,196338.0,759.0,101.0,1.0,9.65,60.0,0.18,0.0,I99PAW4FY6,Bachelor's,Part-time,Married,No,Yes,Other,No
69.0,18592.0,42685.0,539.0,7.0,1.0,7.13,12.0,0.7,0.0,NC6965QQLX,High School,Part-time,Married,Yes,Yes,Auto,No
58.0,72146.0,201959.0,645.0,94.0,4.0,6.5,24.0,0.78,0.0,2IU9AKD2G0,Bachelor's,Self-employed,Single,No,No,Auto,Yes
33.0,41109.0,30389.0,569.0,56.0,3.0,22.95,36.0,0.58,0.0,6SJ2SVEJ0Q,PhD,Self-employed,Single,No,No,Other,No
67.0,84728.0,147238.0,745.0,18.0,2.0,23.12,60.0,0.49,0.0,M79P99JT5G,PhD,Full-time,Single,No,Yes,Other,No
69.0,73392.0,240262.0,415.0,106.0,3.0,3.23,48.0,0.34,0.0,TU8GRNIEGZ,PhD,Part-time,Single,Yes,No,Other,Yes
52.0,29242.0,191639.0,841.0,41.0,1.0,23.59,24.0,0.36,0.0,5ZR1MGS70O,Master's,Unemployed,Divorced,No,No,Business,Yes
59.0,132633.0,156703.0,776.0,12.0,3.0,24.43,48.0,0.86,0.0,U7318AI9JP,Bachelor's,Unemployed,Divorced,Yes,Yes,Business,No
54.0,138376.0,86987.0,662.0,105.0,3.0,3.64,36.0,0.54,0.0,XWTLFNU3UM,High School,Unemployed,Divorced,Yes,No,Education,Yes
40.0,92620.0,167084.0,352.0,100.0,4.0,22.07,48.0,0.43,0.0,GRTC2U6CFE,PhD,Full-time,Divorced,Yes,No,Auto,Yes
53.0,118941.0,27951.0,494.0,0.0,3.0,20.57,12.0,0.41,0.0,MNEE8Z1WMF,Master's,Full-time,Divorced,No,No,Home,Yes
56.0,123620.0,77890.0,720.0,100.0,1.0,14.75,12.0,0.76,0.0,F4RH3TV106,Bachelor's,Self-employed,Divorced,No,Yes,Auto,Yes
35.0,102859.0,102668.0,748.0,100.0,4.0,16.58,12.0,0.47,0.0,MO8AEKV48U,High School,Part-time,Single,No,Yes,Auto,Yes
64.0,146447.0,6950.0,546.0,16.0,1.0,3.75,60.0,0.63,0.0,GBJ3KH5YXX,Master's,Part-time,Single,No,No,Auto,No
47.0,110557.0,176116.0,405.0,49.0,3.0,12.54,12.0,0.25,0.0,JGJRHWES2G,High School,Full-time,Divorced,No,No,Other,No
37.0,131500.0,82393.0,798.0,52.0,1.0,4.71,12.0,0.68,0.0,KAEOYF7UXU,Bachelor's,Part-time,Single,Yes,No,Business,No
42.0,72180.0,242551.0,840.0,115.0,1.0,5.58,24.0,0.86,0.0,6DC5ETW0K9,High School,Unemployed,Single,No,No,Education,Yes
44.0,137290.0,42837.0,452.0,114.0,4.0,9.34,24.0,0.66,0.0,ML8MZ7FQ19,High School,Self-employed,Single,Yes,No,Other,Yes
46.0,122319.0,148553.0,586.0,10.0,4.0,24.96,12.0,0.85,1.0,WHIMJP3OV2,Bachelor's,Self-employed,Single,No,No,Auto,No
35.0,84463.0,49230.0,444.0,35.0,3.0,20.58,36.0,0.45,0.0,43RY479QBN,High School,Self-employed,Married,No,No,Business,Yes
36.0,58133.0,106529.0,598.0,74.0,2.0,7.13,48.0,0.58,0.0,FJ8U4TF9FN,High School,Full-time,Single,No,Yes,Home,Yes
24.0,16897.0,220398.0,374.0,52.0,3.0,9.06,12.0,0.19,1.0,J0MN7Z8UGW,PhD,Full-time,Married,No,Yes,Auto,No
46.0,38998.0,153760.0,566.0,57.0,4.0,6.02,24.0,0.84,1.0,7YPJPPKOHO,Master's,Self-employed,Divorced,Yes,Yes,Other,No
69.0,106456.0,66292.0,508.0,12.0,3.0,21.26,24.0,0.55,0.0,C8EXKY0PHR,High School,Unemployed,Married,Yes,No,Home,Yes
39.0,147664.0,131313.0,817.0,63.0,4.0,3.09,36.0,0.66,0.0,L4OZPXM2DB,Bachelor's,Part-time,Divorced,Yes,No,Education,No
27.0,136694.0,34381.0,305.0,103.0,3.0,23.89,24.0,0.21,0.0,J6LKEYLU3K,Bachelor's,Self-employed,Divorced,Yes,Yes,Home,No
28.0,58635.0,205325.0,599.0,115.0,4.0,19.54,36.0,0.83,1.0,TOFVE7YXDD,PhD,Part-time,Single,No,No,Auto,No
18.0,84817.0,76266.0,814.0,112.0,3.0,24.74,36.0,0.52,0.0,UIQ44EKPBW,PhD,Unemployed,Divorced,No,No,Auto,Yes
23.0,111901.0,141700.0,581.0,86.0,4.0,17.65,60.0,0.44,0.0,RMH9BJNRPQ,High School,Unemployed,Married,No,No,Auto,No
